*FPT
289

*VSC
1.11

*DS1
58 1.9
64 0.96
70 0.68

*DS2
58 3.95
64 2.71
70 1.65

*DS3
22 5150
25 4126
28 2112

*CS
-6 216 0.375
-12 453 0.322
-18 688 0.279

*DT
-18 2.9
-12 4.9
